Customer Id,Subscription Id,Invoice Id,Invoice Date,Start Date,Amount,Status,Paid On,Next Retry,Refunded Amount,Recurring,First Invoice,Customer Details,Tax Total
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,draft_inv_2uENY3ATPCueoMy10sn,42141,42111,0,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
cbdemo_XpbGA4wP6d1ML7N,cbdemo_XpbGA4wP6d1ML7N,7057,42138,42138,1000,Payment Due,,,0,FALSE,TRUE,"{""Company"":"""",""Email"":""mbruner@cbacme.com"",""First Name"":""Michael"",""Last Name"":""B""}",0
2uENY37UPB3JoR6FS3,2uENY37UPB3JoR6FS3,7056,42136,42121,2900,Paid,5/12/2015 11:00:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""john@user.com"",""First Name"":""John"",""Last Name"":""Wayne""}",0
2uENY34fPA5FDA5NCA,testsub2,7055,42136,42121,4900,Payment Due,,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
1mqYqruPCRsr6EEhR,2uENY3ATPCRtZrIMIi,7054,42136,42136,1980021000,Paid,5/12/2015 6:21:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
1mqYqruPCRsr6EEhR,1mqYqruPCRtUEnEhg,7053,42136,42136,1980021000,Paid,5/12/2015 6:21:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
1mqYqruPCRsr6EEhR,2slhRVY4PCRtRXLHq2,7052,42136,42136,1980021000,Paid,5/12/2015 6:20:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
1mqYqruPCRsr6EEhR,1mqYqruPCRsr6EEhR,7051,42136,42136,1980021000,Paid,5/12/2015 6:19:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
cbdemo_XpbGA4wP6d1MalY,cbdemo_XpbGA4wP6d1MalY,7050,42136,42136,330900,Paid,5/12/2015 6:17:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""tmaddix@cbacme.com"",""First Name"":""Tammy"",""Last Name"":""M""}",30083
cbdemo_XpbGA4wP6d1MalY,cbdemo_XpbGA4wP6d1MalY,7049,42136,42078,29400,Paid,5/12/2015 6:17:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""tmaddix@cbacme.com"",""First Name"":""Tammy"",""Last Name"":""M""}",2670
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,draft_inv_2uENY37UPBVQwLR161C,42126,42121,33014200,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",3001290
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,draft_inv_2slhRVbTPBKkyhdXw0,42124,42124,38600,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",3508
1mqYqp8P7vDLW98TV,1mqYqp8P7vDLW98TV,draft_inv_HpvtAZlPB3Kww56wr,42121,42119,3000,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""asdfa@asd.com"",""First Name"":""asda"",""Last Name"":""asd""}",269
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7048,42121,42115,3831700,Paid,4/27/2015 10:33:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",348339
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7047,42119,42095,200,Paid,4/25/2015 6:30:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""john@user.com"",""First Name"":""John"",""Last Name"":""Wayne""}",23
1mqYqp8P7vDLW98TV,1mqYqp8P7vDLW98TV,7046,42119,42088,1100,Paid,4/25/2015 6:28:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""asdfa@asd.com"",""First Name"":""asda"",""Last Name"":""asd""}",100
test_sub2,test_sub2,7045,42119,42088,1100,Paid,4/25/2015 6:08:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":""John"",""Last Name"":""Doe""}",100
test_sub,test_sub,7044,42119,42088,1100,Paid,4/25/2015 6:07:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":""John"",""Last Name"":""Doe""}",100
2uENY34LP7v8aYs8di,2uENY34LP7vA8698fV,7043,42119,42088,1100,Paid,4/25/2015 6:04:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""john@test.com"",""First Name"":""John"",""Last Name"":""Doe""}",100
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7042,42115,42114,551100,Paid,4/27/2015 9:58:00,,40000,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",50100
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7041,42114,42114,551100,Payment Due,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",50100
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7040,42114,42114,531500,Payment Due,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",48320
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7039,42114,42114,0,Paid,4/20/2015 11:41:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7038,42114,42111,0,Paid,4/20/2015 11:31:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7037,42111,42111,0,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7036,42111,42111,9800,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",890
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7035,42111,42111,0,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7034,42111,42111,1100,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",100
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7033,42111,42111,9800,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",890
2uENY34fPA5FDA5NCA,2uENY34fPA5FDA5NCA,7032,42111,42111,0,Paid,4/17/2015 4:25:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7031,42111,42111,0,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7030,42111,42111,0,Paid,4/20/2015 6:26:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",0
2uENY34fPA5Ela4NBW,2uENY34fPA5Ela4NBW,7029,42111,42111,1100,Paid,4/20/2015 6:27:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",100
HpvtAaeP9MUKXUdA,HpvtAaeP9MUKXUdA,7028,42104,42104,9800,Paid,4/9/2015 12:43:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",890
HpvtAaeP9MUKXUdA,HpvtAaeP9MUKXUdA,7027,42104,42104,1100,Payment Due,,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",100
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7026,42104,42104,10900,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",990
HpvtAaeP9MT4oDcT,HpvtAaeP9MT4oDcT,7025,42104,42104,1100,Payment Due,,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":"""",""Last Name"":""""}",100
2uENY39VP9EWToN1oTn,2uENY39VP9EWToN1oTn,7024,42102,42102,1100,Payment Due,,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""chitra@chargebee.com"",""First Name"":"""",""Last Name"":""""}",100
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7023,42095,42095,1100,Paid,4/1/2015 6:26:00,,0,FALSE,TRUE,"{""Company"":"""",""Email"":""john@user.com"",""First Name"":""John"",""Last Name"":""Wayne""}",100
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7022,42095,42088,1700,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""john@user.com"",""First Name"":""John"",""Last Name"":""Wayne""}",155
1mqYqp8P7vGR0b8Ww,1mqYqp8P7vGR0b8Ww,7021,42088,42088,1100,Paid,3/25/2015 6:30:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""john@user.com"",""First Name"":""John"",""Last Name"":""Wayne""}",100
1mqYqp8P7vDLW98TV,1mqYqp8P7vDLW98TV,7020,42088,42088,1100,Paid,3/25/2015 6:28:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""asdfa@asd.com"",""First Name"":""asda"",""Last Name"":""asd""}",100
test_sub2,test_sub2,7019,42088,42088,1100,Paid,3/25/2015 6:08:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":""John"",""Last Name"":""Doe""}",100
test_sub,test_sub,7018,42088,42088,1100,Paid,3/25/2015 6:07:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":"""",""First Name"":""John"",""Last Name"":""Doe""}",100
2uENY34LP7v8aYs8di,2uENY34LP7vA8698fV,7017,42088,42088,1100,Paid,3/25/2015 6:04:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""john@test.com"",""First Name"":""John"",""Last Name"":""Doe""}",100
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7015,42088,42088,0,Paid,3/25/2015 5:47:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""jon@cbacme.com"",""First Name"":""Jon"",""Last Name"":""M""}",0
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7014,42088,42088,12000,Pending,,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""jon@cbacme.com"",""First Name"":""Jon"",""Last Name"":""M""}",1090
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7012,42088,42088,0,Paid,3/25/2015 5:44:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""jon@cbacme.com"",""First Name"":""Jon"",""Last Name"":""M""}",0
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,7011,42088,42088,3500,Paid,3/25/2015 5:43:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""jon@cbacme.com"",""First Name"":""Jon"",""Last Name"":""M""}",319
cbdemo_XpbGA4wP6d1LnOC,cbdemo_XpbGA4wP6d1LnOC,DemoInv_102,42088,42073,11665,Paid,3/24/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""jon@cbacme.com"",""First Name"":""Jon"",""Last Name"":""M""}",0
cbdemo_XpbGA4wP6d1ML7N,cbdemo_XpbGA4wP6d1ML7N,DemoInv_103,42084,42069,4900,Paid,3/20/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""mbruner@cbacme.com"",""First Name"":""Michael"",""Last Name"":""B""}",0
cbdemo_XpbGA4wP6d1MalY,cbdemo_XpbGA4wP6d1MalY,DemoInv_104,42078,42048,19800,Paid,3/14/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""tmaddix@cbacme.com"",""First Name"":""Tammy"",""Last Name"":""M""}",0
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_108,42075,42044,4900,Paid,3/11/2015 12:23:00,,0,TRUE,FALSE,"{""Company"":"""",""Email"":""rahul@cbacme.com"",""First Name"":""Rahul"",""Last Name"":""G""}",0
cbdemo_XpbGA4wP6d1JnW1,cbdemo_XpbGA4wP6d1JnW1,DemoInv_101,42073,42058,900,Paid,3/9/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""john@cbacme.com"",""First Name"":""John"",""Last Name"":""Wayne""}",0
cbdemo_XpbGA4wP6d1NQo1E,cbdemo_XpbGA4wP6d1NQo1E,DemoInv_107,42044,42029,4900,Paid,2/8/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""rahul@cbacme.com"",""First Name"":""Rahul"",""Last Name"":""G""}",0
cbdemo_XpbGA4wP6d1MsCl,cbdemo_XpbGA4wP6d1MsCl,DemoInv_105,42013,41998,2400,Paid,1/8/2015 12:23:00,,0,TRUE,TRUE,"{""Company"":"""",""Email"":""rwicker@cbacme.com"",""First Name"":""Roger"",""Last Name"":""W""}",0
